marketDate,securityType,symbol,downRom,upRom,Kurtosis,VaR,Beta
2024-10-31,CS,A,-0.40259,0.45177,6.2752,0.4251,0.93566
2024-10-31,CS,AA,-0.54165,0.67062,1.55797,0.79412,1.8264
2024-10-31,Other,AAA,-1.0,1.0,7.24932,0.04428,0.00351
2024-10-31,Other,AAAU,-1.0,1.0,0.81817,0.20992,0.33508
2024-10-31,Other,AACG,-1.0,1.0,3.45577,1.37499,0.39727
2024-10-31,CS,AACT,-0.17001,0.2183,4.07922,0.02979,0.01001
2024-10-31,Other,AACT.U,-1.0,1.0,1.64709,0.18521,0.21575
2024-10-31,Other,AACT.WS,-1.0,1.0,1.35595,2.39047,0.47546
2024-10-31,CS,AADI,-1.31124,0.86975,44.12002,1.44801,1.48439
2024-10-31,Other,AADR,-1.0,1.0,1.06516,0.28222,1.04634
2024-10-31,CS,AAL,-0.53388,0.59586,4.33,0.65876,1.50625
2024-10-31,CS,AAM,-0.16379,0.21126,0.96673,0.02039,-0.02021
2024-10-31,Other,AAM.U,-1.0,1.0,3.21009,0.02886,0.02252
2024-10-31,Other,AAM.WS,-1.0,1.0,-0.44935,1.92542,-3.10629
2024-10-31,CS,AAME,-0.74059,0.6593,2.73779,0.91606,0.39218
2024-10-31,CS,AAOI,-0.97171,1.20048,2.46446,1.63988,3.83806
2024-10-31,CS,AAON,-0.53736,0.54911,7.01222,0.55977,1.12865
2024-10-31,CS,AAP,-0.60956,0.56098,5.49294,0.76407,1.09792
2024-10-31,Other,AAPB,-1.0,1.0,5.57533,0.75114,1.9878
2024-10-31,Other,AAPD,-1.0,1.0,3.52843,0.38649,-1.04063
2024-10-31,CS,AAPL,-0.33994,0.41385,3.75654,0.35109,1.02507
2024-10-31,Other,AAPR,-1.0,1.0,0.17239,0.06447,0.27844
2024-10-31,Other,AAPU,-1.0,1.0,4.75437,0.66242,1.90003
2024-10-31,Other,AAPX,-1.0,1.0,3.67801,0.74557,2.02954
2024-10-31,Other,AAPY,-1.0,1.0,3.76471,0.28568,0.81069
2024-10-31,CS,AAT,-0.40084,0.47467,1.96207,0.45824,1.06117
2024-10-31,Other,AAXJ,-1.0,1.0,1.67028,0.26655,0.85133
2024-10-31,CS,AB,-0.36182,0.38081,2.09377,0.35553,0.88307
2024-10-31,CS,ABAT,-1.0,1.0,2.21894,1.43372,1.84342
2024-10-31,CS,ABBV,-0.33832,0.39267,4.38106,0.3067,0.19759
2024-10-31,CS,ABCB,-0.38651,0.51887,1.68989,0.4899,1.22466
2024-10-31,CS,ABCL,-0.55692,0.67413,0.30745,0.91899,1.60814
2024-10-31,Other,ABCS,-1.0,1.0,7.69846,0.25505,0.89809
2024-10-31,CS,ABEO,-1.25409,0.96686,34.9036,1.38898,0.56773
2024-10-31,Other,ABEQ,-1.0,1.0,0.7064,0.13938,0.38244
2024-10-31,Other,ABEV,-1.0,1.0,2.11567,0.41578,0.55812
2024-10-31,CS,ABG,-0.46658,0.50698,2.37413,0.57398,1.49485
2024-10-31,CS,ABL,-0.69091,0.86841,5.05446,0.97006,0.48925
2024-10-31,CS,ABLLL,-0.29536,0.33304,5.09844,0.22659,0.01657
2024-10-31,Other,ABLLW,-1.0,1.0,2.15593,1.82641,0.55143
2024-10-31,CS,ABLV,-1.0,1.0,3.65711,1.57504,0.54058
2024-10-31,Other,ABLVW,-1.0,1.0,1.24584,9.54525,12.87271
2024-10-31,CS,ABM,-0.43608,0.5677,28.74453,0.49224,0.85085
2024-10-31,CS,ABNB,-0.48189,0.47995,6.74212,0.53794,1.45146
2024-10-31,Other,ABNY,-1.0,1.0,31.50584,0.63505,1.27054
2024-10-31,CS,ABOS,-0.67841,0.90783,0.35582,1.18443,2.06219
2024-10-31,CS,ABR,-0.59828,0.54807,7.96008,0.68047,1.03369
2024-10-31,Other,ABRpD,-1.0,1.0,23.30586,0.33083,0.45192
2024-10-31,Other,ABRpE,-1.0,1.0,10.17417,0.35632,0.45063
2024-10-31,Other,ABRpF,-1.0,1.0,9.22245,0.28816,0.26411
2024-10-31,CS,ABSI,-0.82903,0.99552,0.91227,1.36905,2.67602
2024-10-31,CS,ABT,-0.30815,0.34471,1.47414,0.27975,0.23856
2024-10-31,CS,ABTS,-1.0,1.0,1.72086,1.64663,1.01514
2024-10-31,CS,ABUS,-0.42304,0.66934,4.72071,0.65858,0.76628
2024-10-31,CS,ABVC,-1.0,1.0,19.87479,1.90982,0.62797
2024-10-31,CS,ABVE,-1.0,1.0,0.4234,2.61661,0.11705
2024-10-31,Other,ABVEW,-1.0,1.0,2.71521,6.47603,-2.17786
2024-10-31,Other,ABVX,-1.0,1.0,2.44245,0.68565,0.58889
2024-10-31,CS,AC,-0.45599,0.40989,10.52904,0.40601,0.27639
2024-10-31,CS,ACA,-0.48591,0.47183,8.8659,0.50179,1.54663
2024-10-31,CS,ACAB,-0.66579,0.56206,7.64464,0.58743,0.18877
2024-10-31,Other,ACABU,-1.0,1.0,1.03328,0.99631,0.31837
2024-10-31,Other,ACABW,-1.0,1.0,7.95445,8.04056,8.02677
2024-10-31,CS,ACAD,-0.68918,0.88008,42.00469,0.92859,1.08598
2024-10-31,CS,ACB,-0.7533,1.0,19.68328,1.61571,1.20824
2024-10-31,CS,ACCD,-1.05478,0.91471,27.38406,1.32135,2.08026
2024-10-31,CS,ACCO,-0.47859,0.46218,5.28848,0.54961,1.1202
2024-10-31,CS,ACDC,-0.72371,0.74588,1.46062,1.08101,1.12189
2024-10-31,CS,ACEL,-0.52044,0.46839,12.72173,0.52178,1.2246
2024-10-31,Other,ACES,-1.0,1.0,0.8771,0.60212,1.6186
2024-10-31,CS,ACET,-0.79143,1.23185,8.49574,1.51328,1.47447
2024-10-31,CS,ACGL,-0.41145,0.36227,2.56171,0.38438,0.18119
2024-10-31,CS,ACGLN,-0.271,0.31621,0.65715,0.21604,0.33927
2024-10-31,Other,ACGLO,-1.0,1.0,1.78932,0.18571,0.34153
2024-10-31,CS,ACHC,-0.75926,0.53815,16.46302,0.79467,0.73019
2024-10-31,Other,ACHL,-1.0,1.0,16.17599,1.10264,1.29745
2024-10-31,CS,ACHR,-0.53356,0.89108,1.62529,1.07369,1.8072
2024-10-31,Other,ACHR.WS,-1.0,1.0,0.92438,2.02886,2.72982
2024-10-31,CS,ACHV,-1.01587,0.6782,46.34387,1.03189,0.85774
2024-10-31,CS,ACI,-0.29634,0.33195,0.9892,0.28019,0.27554
2024-10-31,CS,ACIC,-0.67703,1.10599,27.27212,1.08126,0.99282
2024-10-31,Other,ACIO,-1.0,1.0,0.97271,0.13405,0.72248
2024-10-31,CS,ACIU,-0.65713,1.18721,21.92756,1.26485,0.78136
2024-10-31,CS,ACIW,-0.34006,0.53381,9.43799,0.43521,1.05842
2024-10-31,CS,ACLS,-0.56847,0.67321,2.57486,0.83129,2.66603
2024-10-31,CS,ACLX,-0.53558,0.71618,3.11456,0.80959,1.9219
2024-10-31,CS,ACM,-0.31576,0.42132,4.4191,0.33273,0.98662
2024-10-31,CS,ACMR,-0.63293,1.1644,15.59462,1.28244,2.93191
2024-10-31,CS,ACN,-0.40703,0.39937,9.3919,0.37771,0.68619
2024-10-31,CS,ACNB,-0.56079,0.58702,1.20227,0.72157,1.1795
2024-10-31,CS,ACNT,-0.428,0.70502,14.62097,0.65059,-0.11968
2024-10-31,CS,ACON,-1.0,1.0,13.66893,2.46217,-0.03763
2024-10-31,Other,ACONW,-1.0,1.0,19.53703,5.94023,-0.12504
2024-10-31,Other,ACP,-1.0,1.0,2.06156,0.22551,0.41553
2024-10-31,Other,ACPpA,-1.0,1.0,1.90757,0.47694,0.10031
2024-10-31,CS,ACR,-0.36911,0.52275,3.58505,0.4472,0.24024
2024-10-31,CS,ACRE,-0.4909,0.44791,0.9704,0.58706,1.13168
2024-10-31,CS,ACRS,-1.0,1.23599,77.5088,1.92242,0.93197
2024-10-31,CS,ACRV,-0.88041,1.0,23.98521,1.76735,1.3838
2024-10-31,Other,ACRpC,-1.0,1.0,12.30767,0.15273,0.06812
2024-10-31,Other,ACRpD,-1.0,1.0,6.87441,0.31434,0.41624
2024-10-31,Other,ACSI,-1.0,1.0,1.21534,0.16243,0.80587
2024-10-31,CS,ACT,-0.30937,0.33648,1.28424,0.27698,0.53881
2024-10-31,CS,ACTG,-0.42791,0.59807,15.27215,0.54662,0.99352
2024-10-31,CS,ACTU,-0.75714,1.03312,2.39051,1.31949,1.44408
2024-10-31,Other,ACTV,-1.0,1.0,1.02683,0.3009,0.98755
2024-10-31,CS,ACU,-0.56512,0.71211,6.36949,0.79133,0.90278
2024-10-31,Other,ACV,-1.0,1.0,3.08079,0.29755,0.61559
2024-10-31,CS,ACVA,-0.45836,0.78999,12.2582,0.77956,2.32587
2024-10-31,Other,ACVF,-1.0,1.0,0.99861,0.1825,0.9568
2024-10-31,Other,ACWI,-1.0,1.0,1.09771,0.18048,0.9348
2024-10-31,Other,ACWV,-1.0,1.0,4.28675,0.12148,0.40701
2024-10-31,Other,ACWX,-1.0,1.0,0.88372,0.20647,0.82141
2024-10-31,CS,ACXP,-0.87773,0.99412,5.44635,1.35163,0.64522
2024-10-31,Other,ADAG,-1.0,1.0,2.08808,1.61431,0.24201
2024-10-31,Other,ADAP,-1.0,1.0,1.63862,1.48665,1.45677
2024-10-31,CS,ADBE,-0.52057,0.51432,15.56273,0.55656,1.22416
2024-10-31,CS,ADC,-0.29663,0.35633,0.73546,0.28112,0.16349
2024-10-31,CS,ADCT,-0.97017,1.0,16.7437,1.8877,2.5268
2024-10-31,Other,ADCpA,-1.0,1.0,3.14394,0.27529,0.39777
2024-10-31,CS,ADD,-1.0,1.0,7.25854,2.83468,0.74374
2024-10-31,CS,ADEA,-0.46617,0.54414,2.75654,0.57461,1.49171
2024-10-31,Other,ADFI,-1.0,1.0,0.59559,0.10043,0.13331
2024-10-31,CS,ADGM,-1.32866,0.89266,1.69179,2.09605,3.03873
2024-10-31,CS,ADI,-0.41676,0.47976,3.49826,0.49516,1.73742
2024-10-31,CS,ADIL,-1.04717,1.0,46.72217,2.88543,0.1237
2024-10-31,Other,ADIV,-1.0,1.0,2.14593,0.26077,0.77716
2024-10-31,CS,ADM,-0.64092,0.38149,71.0592,0.55368,0.47666
2024-10-31,CS,ADMA,-0.56076,0.95749,25.96231,0.87417,1.49742
2024-10-31,Other,ADME,-1.0,1.0,0.50575,0.15415,0.82186
2024-10-31,CS,ADN,-1.17538,1.0,7.61584,2.09702,0.85046
2024-10-31,CS,ADNT,-0.55152,0.47616,1.36095,0.66692,1.12606
2024-10-31,Other,ADNWW,-1.0,1.0,3.31071,2.80809,0.8359
2024-10-31,CS,ADP,-0.27984,0.32359,2.48557,0.2204,0.34696
2024-10-31,CS,ADPT,-0.70486,1.00242,2.1538,1.28957,1.96929
2024-10-31,Other,ADPV,-1.0,1.0,0.06066,0.27714,1.1421
2024-10-31,CS,ADSE,-0.56476,0.71581,3.43097,0.69845,0.172
2024-10-31,Other,ADSEW,-1.0,1.0,1.23868,2.08587,0.51285
2024-10-31,CS,ADSK,-0.41593,0.42334,2.5065,0.41353,1.33769
2024-10-31,CS,ADT,-0.55294,0.7056,12.7985,0.70735,1.2445
2024-10-31,CS,ADTN,-0.83714,0.68397,11.85204,0.97626,1.4267
2024-10-31,CS,ADTX,-1.0,1.0,9.84996,2.8944,0.37109
2024-10-31,CS,ADUS,-0.36148,0.46528,1.8162,0.42388,0.92213
2024-10-31,CS,ADV,-0.68161,0.68009,1.74378,0.90323,1.41913
2024-10-31,Other,ADVE,-1.0,1.0,1.34895,0.20807,0.77718
2024-10-31,CS,ADVM,-0.89,1.26693,10.71229,1.48313,1.12268
2024-10-31,Other,ADVWW,-1.0,1.0,2.35743,5.86956,0.93479
2024-10-31,Other,ADX,-1.0,1.0,6.86078,0.2375,0.99992
2024-10-31,Other,ADXN,-1.0,1.0,19.36849,1.88789,0.95206
2024-10-31,CS,AE,-0.42783,0.58583,2.37601,0.61985,0.24631
2024-10-31,CS,AEAE,-0.48843,0.45878,7.06446,0.39649,0.08015
2024-10-31,Other,AEAEU,-1.0,1.0,1.90784,1.10319,0.12572
2024-10-31,Other,AEAEW,-1.0,1.0,3.97977,6.16312,-7.77806
2024-10-31,CS,AEE,-0.35194,0.35511,6.92663,0.31156,0.11472
2024-10-31,Other,AEF,-1.0,1.0,1.41701,0.2737,0.84866
2024-10-31,Other,AEFC,-1.0,1.0,1.798,0.2145,0.41547
2024-10-31,CS,AEG,-0.37668,0.36388,3.57303,0.34177,0.8027
2024-10-31,CS,AEHL,-1.0,1.0,9.34059,2.43522,0.12884
2024-10-31,CS,AEHR,-0.84399,1.07993,4.85638,1.38506,2.35917
2024-10-31,CS,AEI,-0.99294,1.0,5.05329,1.9195,1.14368
2024-10-31,CS,AEIS,-0.45314,0.51704,1.132,0.56712,2.06867
2024-10-31,CS,AEM,-0.39965,0.43907,1.20843,0.43963,0.85897
2024-10-31,CS,AEMD,-1.0,1.0,13.19536,1.90728,1.28621
2024-10-31,CS,AENT,-0.87445,1.46456,3.57658,1.62905,0.35058
2024-10-31,Other,AENTW,-1.0,1.0,8.15031,8.43549,-10.41244
2024-10-31,CS,AEO,-0.55814,0.49316,5.69225,0.64063,1.36335
2024-10-31,CS,AEON,-1.0,1.0,10.26356,2.56993,0.60475
2024-10-31,CS,AEP,-0.3021,0.37725,1.37293,0.29542,0.1963
2024-10-31,CS,AER,-0.33188,0.38296,1.4748,0.33686,0.97466
2024-10-31,CS,AERT,-0.99618,0.98832,7.70826,1.36258,0.34235
2024-10-31,Other,AERTW,-1.0,1.0,10.55227,5.63517,2.66055
2024-10-31,CS,AES,-0.50993,0.53462,2.82886,0.60327,1.21721
2024-10-31,CS,AESI,-0.51356,0.49188,0.96998,0.60301,0.88184
2024-10-31,Other,AESR,-1.0,1.0,1.06742,0.21644,1.14099
2024-10-31,Other,AETH,-1.0,1.0,2.78545,1.00361,1.85513
2024-10-31,CS,AEVA,-0.85748,1.26536,5.20729,1.5997,2.44767
2024-10-31,Other,AEVA.WS,-1.0,1.0,48.33755,6.68699,-1.71546
2024-10-31,CS,AEYE,-0.76912,1.24486,6.10052,1.47361,3.08777
2024-10-31,Other,AFB,-1.0,1.0,2.65978,0.14225,0.17229
2024-10-31,CS,AFBI,-0.36002,0.65643,68.73858,0.4585,0.04759
2024-10-31,CS,AFCG,-0.70757,0.47479,42.31963,0.66665,0.67425
2024-10-31,CS,AFG,-0.32209,0.35104,1.05013,0.30454,0.52388
2024-10-31,Other,AFGB,-1.0,1.0,2.34945,0.20978,0.37324
2024-10-31,Other,AFGC,-1.0,1.0,3.53148,0.25808,0.4703
2024-10-31,Other,AFGD,-1.0,1.0,2.11775,0.23787,0.32141
2024-10-31,Other,AFGE,-1.0,1.0,5.42481,0.28433,0.48169
2024-10-31,Other,AFIF,-1.0,1.0,3.6507,0.04274,0.00229
2024-10-31,CS,AFJK,-0.20864,0.24301,19.53502,0.05938,0.01553
2024-10-31,Other,AFJKR,-1.0,1.0,4.74656,3.50716,4.22975
2024-10-31,Other,AFJKU,-1.0,1.0,8.01947,0.30181,-0.02279
2024-10-31,Other,AFK,-1.0,1.0,0.57932,0.35659,0.86106
2024-10-31,CS,AFL,-0.41267,0.35685,16.50615,0.32219,0.28152
2024-10-31,Other,AFLG,-1.0,1.0,0.95139,0.17208,0.91495
2024-10-31,Other,AFMC,-1.0,1.0,0.82123,0.25017,1.03148
2024-10-31,CS,AFMD,-0.78332,1.0,40.03566,1.74269,1.15144
2024-10-31,CS,AFRI,-0.39349,0.44069,1.3903,0.44845,0.74195
2024-10-31,Other,AFRIW,-1.0,1.0,1.96764,1.31994,0.5465
2024-10-31,CS,AFRM,-0.72389,1.11066,5.82231,1.26537,2.7903
2024-10-31,Other,AFSM,-1.0,1.0,1.10102,0.29636,1.1166
2024-10-31,CS,AFYA,-0.45912,0.47669,1.96433,0.54904,0.8438
2024-10-31,CS,AG,-0.68307,0.79349,2.66195,0.99481,1.95552
2024-10-31,CS,AGAE,-0.75011,1.29006,6.00517,1.43068,1.50294
2024-10-31,CS,AGCO,-0.36715,0.39328,0.31207,0.43129,0.71143
2024-10-31,Other,AGD,-1.0,1.0,21.20893,0.26042,0.77473
2024-10-31,CS,AGEN,-1.0,1.29643,14.82148,2.0685,2.9117
2024-10-31,CS,AGFY,-1.15179,1.0,19.31561,2.2465,0.64931
2024-10-31,Other,AGG,-1.0,1.0,1.01529,0.09212,0.10991
2024-10-31,Other,AGGH,-1.0,1.0,1.48913,0.15938,0.10798
2024-10-31,Other,AGGS,-1.0,1.0,1.14857,0.07775,0.05132
2024-10-31,Other,AGGY,-1.0,1.0,0.24369,0.09229,0.09295
2024-10-31,CS,AGI,-0.4124,0.4948,0.50265,0.51658,1.02773
2024-10-31,Other,AGIH,-1.0,1.0,1.81376,0.07937,0.10543
2024-10-31,CS,AGIO,-0.42799,0.86603,13.86715,0.80802,1.16244
2024-10-31,Other,AGIX,-1.0,1.0,0.71933,0.44325,1.6978
2024-10-31,CS,AGL,-0.92314,0.90682,2.75493,1.47705,0.87991
2024-10-31,CS,AGM,-0.4486,0.42384,2.38208,0.48114,0.99497
2024-10-31,CS,AGM.A,-0.7121,0.67521,1.04893,0.92806,0.82473
2024-10-31,CS,AGMH,-1.0605,1.18809,3.29906,1.62856,0.75313
2024-10-31,Other,AGMI,-1.0,1.0,0.44751,0.62564,1.65876
2024-10-31,Other,AGMpD,-1.0,1.0,2.53623,0.22986,0.24127
2024-10-31,Other,AGMpE,-1.0,1.0,1.56938,0.23674,0.06667
2024-10-31,Other,AGMpF,-1.0,1.0,31.80462,0.35895,0.35531
2024-10-31,Other,AGMpG,-1.0,1.0,1.10152,0.25518,0.29229
2024-10-31,CS,AGNC,-0.34662,0.38977,2.3703,0.34837,0.85118
2024-10-31,CS,AGNCL,-0.25988,0.29252,1.12867,0.1703,0.21966
2024-10-31,Other,AGNCM,-1.0,1.0,3.51637,0.1184,0.11407
2024-10-31,Other,AGNCN,-1.0,1.0,8.47855,0.11407,0.10192
2024-10-31,CS,AGNCO,-0.22828,0.28771,7.55295,0.12078,0.1665
2024-10-31,Other,AGNCP,-1.0,1.0,10.03121,0.1231,0.13537
2024-10-31,Other,AGNG,-1.0,1.0,0.47786,0.18053,0.57705
2024-10-31,CS,AGO,-0.33895,0.45724,10.27416,0.38,0.55383
2024-10-31,Other,AGOX,-1.0,1.0,1.84135,0.26574,0.91473
2024-10-31,Other,AGQ,-1.0,1.0,0.84017,0.98149,1.70414
2024-10-31,Other,AGQI,-1.0,1.0,0.66992,0.16782,0.71492
2024-10-31,CS,AGR,-0.33368,0.51456,28.51307,0.35988,0.45373
2024-10-31,Other,AGRH,-1.0,1.0,3.30602,0.03403,0.04829
2024-10-31,CS,AGRI,-1.0,1.0,2.88138,2.19183,1.47677
2024-10-31,CS,AGRO,-0.47392,0.59425,9.19215,0.5822,0.83855
2024-10-31,CS,AGS,-0.53564,0.81277,36.10841,0.679,0.89151
2024-10-31,CS,AGX,-0.51991,0.81651,28.49383,0.71586,0.39269
2024-10-31,CS,AGYS,-0.5141,0.5362,5.42608,0.63629,1.17551
2024-10-31,Other,AGZ,-1.0,1.0,2.97529,0.04978,0.03915
2024-10-31,Other,AGZD,-1.0,1.0,16.71396,0.07698,0.00568
2024-10-31,CS,AHCO,-0.82657,0.9159,13.11064,1.08801,1.544
2024-10-31,Other,AHG,-1.0,1.0,5.57171,2.45527,1.03963
2024-10-31,CS,AHH,-0.42033,0.39666,4.57582,0.41501,0.68495
2024-10-31,Other,AHHpA,-1.0,1.0,2.87211,0.26131,0.36838
2024-10-31,Other,AHLT,-1.0,1.0,4.83843,0.31191,0.58626
2024-10-31,Other,AHLpC,-1.0,1.0,6.89231,0.13269,0.04557
2024-10-31,Other,AHLpD,-1.0,1.0,1.71809,0.3066,0.4621
2024-10-31,Other,AHLpE,-1.0,1.0,0.60576,0.28133,0.45446
2024-10-31,Other,AHOY,-1.0,1.0,0.62866,0.16904,0.71053
2024-10-31,CS,AHR,-0.34565,0.43911,0.69042,0.36112,0.60123
2024-10-31,CS,AHT,-0.71983,1.10976,3.45739,1.31654,1.41029
2024-10-31,Other,AHTpD,-1.0,1.0,1.62318,0.73866,0.33014
2024-10-31,Other,AHTpF,-1.0,1.0,1.29813,0.86648,0.52695
2024-10-31,Other,AHTpG,-1.0,1.0,0.81628,1.11311,0.24762
2024-10-31,Other,AHTpH,-1.0,1.0,1.25595,0.92828,0.72736
2024-10-31,Other,AHTpI,-1.0,1.0,0.60933,0.932,0.54297
2024-10-31,Other,AHYB,-1.0,1.0,2.06589,0.07208,0.22832
2024-10-31,CS,AI,-0.59512,0.92939,8.25416,1.00518,2.16284
2024-10-31,Other,AIA,-1.0,1.0,1.44402,0.35006,1.13691
2024-10-31,Other,AIBD,-1.0,1.0,1.24109,0.74957,-3.14684
2024-10-31,Other,AIBU,-1.0,1.0,1.44279,0.71171,3.14817
2024-10-31,Other,AIEQ,-1.0,1.0,1.65344,0.28412,1.21642
2024-10-31,CS,AIEV,-1.0,1.0,1.55504,2.27939,0.79809
2024-10-31,Other,AIFD,-1.0,1.0,1.70363,0.40569,1.75263
2024-10-31,CS,AIFF,-1.0,1.0,5.42246,2.93207,2.01499
2024-10-31,Other,AIFU,-1.0,1.0,-0.33204,1.31799,1.91256
2024-10-31,CS,AIG,-0.3562,0.35576,3.01479,0.31677,0.73042
2024-10-31,CS,AIHS,-1.0,1.0,4.8322,1.58784,-0.5336
2024-10-31,CS,AILE,-1.0,1.0,31.61915,3.75719,3.28764
2024-10-31,Other,AILEW,-1.0,1.0,33.69694,4.73368,2.9908
2024-10-31,CS,AIM,-1.0,1.0,1.0704,1.34641,1.03473
2024-10-31,Other,AIMAU,-1.0,1.0,18.39302,0.63149,0.33698
2024-10-31,Other,AIMAW,-1.0,1.0,13.44297,6.95063,-3.38773
2024-10-31,Other,AIMBU,-1.0,1.0,3.15807,0.03978,0.02187
2024-10-31,CS,AIMD,-1.0,1.0,30.30579,2.51383,0.22348
2024-10-31,Other,AIMDW,-1.0,1.0,8.83017,10.17509,-4.38292
2024-10-31,CS,AIN,-0.50008,0.39829,6.09543,0.51379,1.27948
2024-10-31,Other,AIO,-1.0,1.0,0.83583,0.24792,0.90036
2024-10-31,CS,AIOT,-0.56032,0.87878,3.18555,0.96469,1.37792
2024-10-31,CS,AIP,-0.76514,1.06885,20.21436,1.20659,2.68722
2024-10-31,Other,AIPI,-1.0,1.0,0.73743,0.36724,1.28289
2024-10-31,Other,AIQ,-1.0,1.0,0.92679,0.29034,1.41656
2024-10-31,CS,AIR,-0.51084,0.43154,7.83938,0.51743,1.16297
2024-10-31,CS,AIRE,-1.0,1.0,32.51679,3.26768,0.50412
2024-10-31,CS,AIRG,-1.16628,1.01361,28.30061,1.25863,0.23396
2024-10-31,CS,AIRI,-0.96121,1.0,70.07525,1.96563,-0.25388
2024-10-31,CS,AIRJ,-1.11928,1.3667,9.07324,1.8129,0.35038
2024-10-31,Other,AIRJW,-1.0,1.0,20.07667,2.4944,-0.5384
2024-10-31,Other,AIRL,-1.0,1.0,0.60792,0.33165,0.86587
2024-10-31,Other,AIRR,-1.0,1.0,0.70481,0.35517,1.34184
2024-10-31,CS,AIRS,-0.77257,0.91409,3.45058,1.17286,2.00416
2024-10-31,CS,AIRT,-0.78,0.75127,0.56248,1.1551,0.17523
2024-10-31,Other,AIRTP,-1.0,1.0,2.38737,0.68696,-0.09626
2024-10-31,CS,AISP,-1.2625,1.0,92.10544,4.27395,-0.86679
2024-10-31,Other,AISPW,-1.0,1.0,33.03076,6.07371,-2.57953
2024-10-31,CS,AIT,-0.36795,0.40146,0.7209,0.37635,1.20564
2024-10-31,CS,AITR,-0.1718,0.21461,5.31711,0.02413,-0.01099
2024-10-31,Other,AITRR,-1.0,1.0,1.65446,2.60948,1.11547
2024-10-31,Other,AITRU,-1.0,1.0,9.76,0.20325,0.02075
2024-10-31,CS,AIV,-0.33598,0.44277,1.13609,0.38442,0.798
2024-10-31,Other,AIVC,-1.0,1.0,-1.44949,0.2857,1.05063
2024-10-31,Other,AIVI,-1.0,1.0,0.42728,0.19253,0.58829
2024-10-31,Other,AIVL,-1.0,1.0,1.24551,0.16021,0.5593
2024-10-31,Other,AIXI,-1.0,1.0,2.18427,2.07217,1.31811
2024-10-31,Other,AIYY,-1.0,1.0,4.4567,0.75777,1.46301
2024-10-31,CS,AIZ,-0.31768,0.35059,2.3911,0.29353,0.3712
2024-10-31,Other,AIZN,-1.0,1.0,2.27495,0.22034,0.28664
2024-10-31,Other,AJAN,-1.0,1.0,4.96685,0.05077,0.18877
2024-10-31,CS,AJG,-0.35551,0.32473,6.47011,0.29161,0.26189
2024-10-31,Other,AJUL,-1.0,1.0,-0.00837,0.06749,0.26052
2024-10-31,CS,AJX,-0.60967,0.55171,3.00704,0.75705,0.75095
2024-10-31,CS,AKA,-1.12226,1.26252,2.46817,1.73092,2.06378
2024-10-31,CS,AKAM,-0.4318,0.42801,20.52706,0.40494,0.72125
2024-10-31,CS,AKAN,-1.0,1.0,14.45661,2.64517,1.82792
2024-10-31,CS,AKBA,-0.72856,1.05036,3.50432,1.21655,1.36193
2024-10-31,Other,AKO.A,-1.0,1.0,3.39679,0.74414,0.47872
2024-10-31,Other,AKO.B,-1.0,1.0,2.2079,0.57416,-0.00605
2024-10-31,CS,AKR,-0.32149,0.40772,1.33314,0.33769,0.7768
2024-10-31,CS,AKRO,-0.57955,0.77775,1.14345,0.91978,1.68128
2024-10-31,CS,AKTS,-1.0,1.0,57.2817,3.12083,2.89471
2024-10-31,Other,AKTX,-1.0,1.0,3.65763,1.54309,-0.03906
2024-10-31,CS,AKYA,-0.90459,0.96083,5.21272,1.33736,1.95082
2024-10-31,CS,AL,-0.50443,0.39992,11.4478,0.47678,1.27434
2024-10-31,CS,ALAB,-0.76941,1.04713,2.56914,1.30604,2.36702
2024-10-31,Other,ALAI,-1.0,1.0,0.92689,0.35601,1.57312
2024-10-31,Other,ALAR,-1.0,1.0,2.16544,1.92295,2.37932
2024-10-31,CS,ALB,-0.6527,0.70734,2.39624,0.9657,2.19271
2024-10-31,CS,ALBT,-1.28706,1.0,171.31408,5.6165,-0.56425
2024-10-31,Other,ALBpA,-1.0,1.0,1.25601,0.71434,1.46657
2024-10-31,CS,ALC,-0.33039,0.44973,9.84276,0.36924,0.75786
2024-10-31,CS,ALCE,-1.27127,1.49019,7.46233,2.13593,0.27872
2024-10-31,CS,ALCO,-0.46757,0.47059,2.59371,0.54314,0.83701
2024-10-31,CS,ALCY,-0.18225,0.22786,7.36135,0.04191,0.00952
2024-10-31,Other,ALCYU,-1.0,1.0,8.94613,0.62871,0.44397
2024-10-31,Other,ALCYW,-1.0,1.0,6.72899,4.52231,-4.20441
2024-10-31,Other,ALDFU,-1.0,1.0,-0.1473,0.02782,0.00166
2024-10-31,CS,ALDX,-0.69427,1.25213,5.39901,1.33044,2.02722
2024-10-31,CS,ALE,-0.28012,0.4274,14.05344,0.27457,0.31112
2024-10-31,CS,ALEC,-0.79004,0.83859,1.07311,1.19352,2.22233
2024-10-31,CS,ALEX,-0.32267,0.41143,3.56438,0.34392,0.84769
2024-10-31,CS,ALF,-0.17661,0.24585,14.39061,0.05241,0.0008
2024-10-31,Other,ALFUU,-1.0,1.0,3.32664,0.04408,0.01673
2024-10-31,Other,ALFUW,-1.0,1.0,4.81365,3.2031,3.19547
2024-10-31,CS,ALG,-0.4025,0.47741,6.51812,0.46952,1.17467
2024-10-31,CS,ALGM,-0.56656,0.66199,1.63945,0.8367,2.50732
2024-10-31,CS,ALGN,-0.45868,0.55416,1.99155,0.6183,1.59545
2024-10-31,CS,ALGS,-1.08353,1.0,17.8871,1.81414,1.1636
