marketDate,securityType,symbol,downRom,upRom,Kurtosis,VaR,Beta
2024-10-31,Other,AVSU,-1.0,1.0,0.93148,0.19852,1.02448
2024-10-31,CS,AVT,-0.38684,0.42818,2.96707,0.40889,1.2155
2024-10-31,CS,AVTE,-1.0,0.97574,85.25145,1.96143,0.97115
2024-10-31,CS,AVTR,-0.37761,0.54396,8.46958,0.48504,0.83286
2024-10-31,CS,AVTX,-1.22651,1.0,194.73195,6.08004,1.4546
2024-10-31,Other,AVUS,-1.0,1.0,1.19127,0.19073,0.98196
2024-10-31,Other,AVUV,-1.0,1.0,1.34473,0.32279,1.0903
2024-10-31,Other,AVXC,-1.0,1.0,2.02597,0.23712,0.86641
2024-10-31,CS,AVXL,-0.95313,0.89138,9.08522,1.28789,2.0952
2024-10-31,CS,AVY,-0.31989,0.35324,2.31904,0.28177,0.8231
2024-10-31,Other,AWAY,-1.0,1.0,0.21687,0.32332,1.15786
2024-10-31,Other,AWEG,-1.0,1.0,1.04591,0.25329,1.01941
2024-10-31,Other,AWF,-1.0,1.0,1.11642,0.1352,0.33295
2024-10-31,CS,AWH,-1.0,1.0,5.93674,1.70331,0.48991
2024-10-31,CS,AWI,-0.32591,0.47121,12.18324,0.36657,0.88476
2024-10-31,CS,AWK,-0.32166,0.40115,2.57019,0.34469,0.40227
2024-10-31,Other,AWP,-1.0,1.0,3.41282,0.36134,0.7645
2024-10-31,CS,AWR,-0.32453,0.38618,0.87164,0.34351,0.34982
2024-10-31,CS,AWRE,-0.87839,1.26479,30.65684,1.3143,1.81604
2024-10-31,CS,AWX,-0.59105,0.64496,0.09188,0.84158,-0.0746
2024-10-31,CS,AX,-0.43896,0.69215,5.99296,0.67235,1.16142
2024-10-31,CS,AXDX,-1.14434,1.01337,4.35734,1.58396,-0.01241
2024-10-31,CS,AXGN,-0.61996,1.1978,26.78963,1.12838,1.81494
2024-10-31,CS,AXIL,-0.93507,1.05536,5.43556,1.53381,0.74584
2024-10-31,CS,AXL,-0.51292,0.56641,2.01521,0.70539,1.65333
2024-10-31,CS,AXNX,-0.3275,0.62157,87.87718,0.41275,0.56248
2024-10-31,CS,AXON,-0.35998,0.64415,27.33188,0.50283,0.93841
2024-10-31,CS,AXP,-0.36214,0.40637,4.30551,0.33327,0.94414
2024-10-31,CS,AXR,-0.62538,0.73094,10.04641,0.77963,0.39118
2024-10-31,CS,AXS,-0.36481,0.38453,4.26478,0.34479,0.35409
2024-10-31,CS,AXSM,-0.51093,0.57245,2.18319,0.66149,0.76549
2024-10-31,Other,AXSpE,-1.0,1.0,0.93225,0.23034,0.3804
2024-10-31,CS,AXTA,-0.34592,0.46766,7.30429,0.38552,0.80165
2024-10-31,CS,AXTI,-0.98514,1.0,37.75476,1.78661,3.0165
2024-10-31,CS,AY,-0.41386,0.49737,4.3914,0.41509,0.49123
2024-10-31,CS,AYI,-0.37404,0.51769,7.86306,0.4327,1.08973
2024-10-31,CS,AYRO,-1.0,1.0,1.48188,1.01428,0.10667
2024-10-31,CS,AYTU,-0.77315,0.70827,9.23995,0.95094,0.74819
2024-10-31,CS,AZ,-0.927,1.0,3.46616,1.89814,2.02983
2024-10-31,CS,AZEK,-0.47897,0.57776,7.92204,0.56729,1.61782
2024-10-31,CS,AZI,-1.0,1.0,2.66236,2.68563,1.53988
2024-10-31,Other,AZN,-1.0,1.0,2.38712,0.30865,0.27069
2024-10-31,Other,AZNH,-1.0,1.0,1.39317,0.37872,0.82188
2024-10-31,CS,AZO,-0.32952,0.36734,3.23233,0.32241,0.33834
2024-10-31,CS,AZPN,-0.41234,0.5806,11.75684,0.54913,1.05398
2024-10-31,CS,AZTA,-0.46706,0.57572,5.57765,0.61651,1.49112
2024-10-31,Other,AZTD,-1.0,1.0,1.43535,0.24928,0.96832
2024-10-31,CS,AZTR,-1.0,1.0,83.75074,4.57509,1.39352
2024-10-31,Other,AZUL,-1.0,1.0,8.76511,1.36356,2.24215
2024-10-31,CS,AZZ,-0.46558,0.50501,4.05341,0.52112,1.43485
2024-10-31,CS,B,-0.39995,0.56324,4.53111,0.51449,1.41244
2024-10-31,CS,BA,-0.49395,0.44761,2.07333,0.56346,0.8313
2024-10-31,Other,BAB,-1.0,1.0,1.00606,0.12827,0.09982
2024-10-31,Other,BABA,-1.0,1.0,2.84903,0.59212,0.73022
2024-10-31,Other,BABO,-1.0,1.0,1.10222,0.50925,0.76226
2024-10-31,Other,BABX,-1.0,1.0,2.8165,1.15725,1.38548
2024-10-31,CS,BAC,-0.32225,0.43819,2.53243,0.35043,0.86999
2024-10-31,CS,BACK,-1.14656,1.0,24.69414,2.72964,0.42942
2024-10-31,Other,BACpB,-1.0,1.0,10.80656,0.11966,0.21548
2024-10-31,Other,BACpE,-1.0,1.0,1.33053,0.1343,0.19341
2024-10-31,Other,BACpK,-1.0,1.0,7.98697,0.12967,0.20644
2024-10-31,Other,BACpL,-1.0,1.0,1.10096,0.16878,0.22401
2024-10-31,Other,BACpM,-1.0,1.0,3.05437,0.1736,0.3029
2024-10-31,Other,BACpN,-1.0,1.0,1.7404,0.19719,0.309
2024-10-31,Other,BACpO,-1.0,1.0,1.78496,0.20181,0.38048
2024-10-31,Other,BACpP,-1.0,1.0,1.89089,0.20687,0.41388
2024-10-31,Other,BACpQ,-1.0,1.0,1.13928,0.20324,0.4089
2024-10-31,Other,BACpS,-1.0,1.0,2.19228,0.20125,0.39514
2024-10-31,CS,BAER,-0.74686,1.35085,17.95904,1.44996,0.69156
2024-10-31,Other,BAERW,-1.0,1.0,19.48367,4.4594,1.62888
2024-10-31,CS,BAFN,-0.47528,0.64131,4.51026,0.62344,0.17729
2024-10-31,CS,BAH,-0.38005,0.53898,23.00812,0.42322,0.5077
2024-10-31,Other,BAI,-1.0,1.0,-0.38391,0.46993,1.91573
2024-10-31,Other,BAK,-1.0,1.0,5.33592,0.85189,0.96597
2024-10-31,Other,BALI,-1.0,1.0,2.26021,0.15668,0.79083
2024-10-31,CS,BALL,-0.4012,0.4246,5.85574,0.39966,0.8998
2024-10-31,Other,BALT,-1.0,1.0,2.56343,0.04302,0.2112
2024-10-31,CS,BALY,-0.54495,1.01548,20.68464,0.89851,1.05348
2024-10-31,CS,BAM,-0.35947,0.42946,0.57812,0.38372,1.335
2024-10-31,Other,BAMA,-1.0,1.0,1.24007,0.11277,0.60043
2024-10-31,Other,BAMB,-1.0,1.0,2.49693,0.06066,0.01731
2024-10-31,Other,BAMD,-1.0,1.0,0.76175,0.18246,0.39508
2024-10-31,Other,BAMG,-1.0,1.0,0.58695,0.20302,1.04052
2024-10-31,Other,BAMO,-1.0,1.0,1.59908,0.12049,0.63512
2024-10-31,Other,BAMU,-1.0,1.0,35.83077,0.02786,-0.01728
2024-10-31,Other,BAMV,-1.0,1.0,0.84695,0.16454,0.58656
2024-10-31,Other,BAMY,-1.0,1.0,5.06598,0.09463,0.35302
2024-10-31,CS,BANC,-0.49209,0.62023,1.77875,0.67934,1.63256
2024-10-31,Other,BANCpF,-1.0,1.0,6.04242,0.25662,0.33313
2024-10-31,CS,BAND,-0.87212,1.20269,41.40617,1.28784,1.89255
2024-10-31,CS,BANF,-0.37985,0.51185,2.79766,0.46967,0.99809
2024-10-31,Other,BANFP,-1.0,1.0,1.56586,0.16193,-0.00779
2024-10-31,CS,BANL,-1.12068,1.0,8.65423,1.86762,0.07695
2024-10-31,CS,BANR,-0.37408,0.51461,1.79783,0.47706,1.01359
2024-10-31,CS,BANX,-0.29426,0.3524,4.25304,0.24826,0.1599
2024-10-31,CS,BAOS,-1.00906,1.0,19.28275,1.84004,1.40245
2024-10-31,CS,BAP,-0.36891,0.45727,2.9988,0.41053,0.78829
2024-10-31,Other,BAPR,-1.0,1.0,2.30729,0.12123,0.63119
2024-10-31,Other,BAR,-1.0,1.0,0.71878,0.20938,0.33635
2024-10-31,CS,BARK,-0.64177,0.98381,4.02499,1.14058,1.16435
2024-10-31,Other,BARK.WS,-1.0,1.0,1.00957,3.25162,-0.51894
2024-10-31,CS,BASE,-0.61981,0.63689,4.20619,0.80335,1.65445
2024-10-31,CS,BATL,-0.9847,1.0,97.4198,2.59531,-0.32408
2024-10-31,CS,BATRA,-0.29405,0.35984,0.21624,0.31302,0.70044
2024-10-31,CS,BATRK,-0.29018,0.36363,-0.00193,0.31691,0.72159
2024-10-31,Other,BATT,-1.0,1.0,0.22669,0.43288,1.16656
2024-10-31,Other,BAUG,-1.0,1.0,1.11248,0.12579,0.68666
2024-10-31,CS,BAX,-0.39764,0.45315,4.30957,0.42724,0.54212
2024-10-31,CS,BAYA,-0.21593,0.25493,10.45642,0.06922,-0.00532
2024-10-31,Other,BAYAR,-1.0,1.0,5.01881,3.44632,2.18501
2024-10-31,Other,BAYAU,-1.0,1.0,28.25367,0.4013,0.03064
2024-10-31,CS,BB,-0.68279,0.64202,4.0902,0.8937,1.56394
2024-10-31,Other,BBAG,-1.0,1.0,1.23278,0.09341,0.11482
2024-10-31,CS,BBAI,-0.90538,1.41862,6.95012,1.71218,2.93302
2024-10-31,Other,BBAI.WS,-1.0,1.0,5.27466,2.57727,3.44598
2024-10-31,Other,BBAR,-1.0,1.0,2.85354,1.02046,1.69655
2024-10-31,Other,BBAX,-1.0,1.0,0.28689,0.2457,0.85246
2024-10-31,Other,BBBI,-1.0,1.0,0.88836,0.085,0.11657
2024-10-31,Other,BBBL,-1.0,1.0,0.4867,0.15827,0.22007
2024-10-31,Other,BBBS,-1.0,1.0,1.73589,0.04095,0.05321
2024-10-31,Other,BBC,-1.0,1.0,-0.34734,0.54074,1.42243
2024-10-31,Other,BBCA,-1.0,1.0,1.7643,0.2136,0.80686
2024-10-31,Other,BBCB,-1.0,1.0,0.8858,0.09947,0.16634
2024-10-31,CS,BBCP,-0.5501,0.52889,3.77141,0.6606,1.06989
2024-10-31,Other,BBD,-1.0,1.0,13.54246,0.54762,0.47943
2024-10-31,CS,BBDC,-0.35861,0.35968,4.74569,0.31281,0.58758
2024-10-31,Other,BBDO,-1.0,1.0,3.02301,0.70037,0.58406
2024-10-31,Other,BBEM,-1.0,1.0,0.74472,0.22681,0.78204
2024-10-31,Other,BBEU,-1.0,1.0,0.12353,0.20104,0.73911
2024-10-31,CS,BBGI,-0.74567,0.92004,6.12678,1.14498,-0.06792
2024-10-31,Other,BBH,-1.0,1.0,0.54665,0.25716,0.77616
2024-10-31,Other,BBHY,-1.0,1.0,2.72557,0.07762,0.25261
2024-10-31,Other,BBIB,-1.0,1.0,1.72574,0.08196,0.05389
2024-10-31,Other,BBIN,-1.0,1.0,0.99506,0.21201,0.80609
2024-10-31,CS,BBIO,-0.62493,0.67672,2.89912,0.895,1.55295
2024-10-31,Other,BBJP,-1.0,1.0,1.96379,0.27934,0.90587
2024-10-31,Other,BBLB,-1.0,1.0,0.32839,0.2335,0.15199
2024-10-31,CS,BBLG,-1.39095,1.0,44.88609,3.42819,-0.06448
2024-10-31,Other,BBLGW,-1.0,1.0,11.71991,7.63368,-1.18875
2024-10-31,Other,BBLU,-1.0,1.0,1.79995,0.1762,0.87519
2024-10-31,Other,BBMC,-1.0,1.0,0.84138,0.25762,1.07252
2024-10-31,Other,BBN,-1.0,1.0,1.46621,0.19772,0.2377
2024-10-31,Other,BBP,-1.0,1.0,0.08186,0.34878,0.95627
2024-10-31,Other,BBRE,-1.0,1.0,2.47184,0.26668,0.75402
2024-10-31,Other,BBSB,-1.0,1.0,3.67187,0.03466,0.01945
2024-10-31,Other,BBSC,-1.0,1.0,1.12953,0.33488,1.22813
2024-10-31,CS,BBSI,-0.32616,0.40486,2.12317,0.3288,0.79101
2024-10-31,CS,BBU,-0.4084,0.59528,5.93171,0.55621,1.29395
2024-10-31,CS,BBUC,-0.40979,0.5909,2.87774,0.59306,1.61644
2024-10-31,Other,BBUS,-1.0,1.0,1.39832,0.18129,0.9897
2024-10-31,Other,BBVA,-1.0,1.0,3.34127,0.45547,0.91053
2024-10-31,CS,BBW,-0.49266,0.65336,12.4184,0.64732,0.86289
2024-10-31,CS,BBWI,-0.52819,0.53586,2.16763,0.687,1.31006
2024-10-31,CS,BBY,-0.34802,0.60693,14.34415,0.51328,0.7944
2024-10-31,CS,BC,-0.41669,0.52848,1.52568,0.55258,1.20258
2024-10-31,CS,BCAB,-0.98451,1.0,6.99938,2.00217,2.76266
2024-10-31,CS,BCAL,-0.33918,0.45747,6.99527,0.35896,0.54827
2024-10-31,CS,BCAN,-1.0,1.0,15.59902,2.74316,-0.02085
2024-10-31,Other,BCAT,-1.0,1.0,2.49404,0.23078,0.5422
2024-10-31,CS,BCAX,-0.76033,0.73815,0.14631,1.01159,-0.06639
2024-10-31,CS,BCBP,-0.49854,0.60891,3.88493,0.67449,1.20341
2024-10-31,CS,BCC,-0.49716,0.54662,1.45899,0.62344,1.62554
2024-10-31,Other,BCD,-1.0,1.0,3.107,0.19723,0.23923
2024-10-31,CS,BCDA,-1.2327,1.0,104.95216,3.42344,2.95713
2024-10-31,Other,BCDF,-1.0,1.0,0.16692,0.20089,0.6409
2024-10-31,CS,BCE,-0.32199,0.34209,2.45048,0.2959,0.16051
2024-10-31,CS,BCG,-1.0,1.0,15.69477,3.107,-0.63348
2024-10-31,Other,BCGWW,-1.0,1.0,1.81772,6.13686,2.22597
2024-10-31,Other,BCH,-1.0,1.0,2.27288,0.35885,0.69881
2024-10-31,Other,BCHP,-1.0,1.0,1.52012,0.19778,0.94395
2024-10-31,Other,BCI,-1.0,1.0,1.46196,0.20422,0.24072
2024-10-31,Other,BCIL,-1.0,1.0,0.22923,0.2161,0.77101
2024-10-31,Other,BCIM,-1.0,1.0,0.70049,0.28624,0.39907
2024-10-31,CS,BCLI,-1.13339,1.0,7.3885,2.27576,1.24418
2024-10-31,CS,BCML,-0.41648,0.46688,1.20226,0.48226,0.95184
2024-10-31,CS,BCO,-0.37812,0.42919,1.79283,0.39789,1.14307
2024-10-31,CS,BCOV,-0.58419,0.67703,1.91663,0.88073,0.81309
2024-10-31,CS,BCOW,-0.44575,0.56488,3.53191,0.52881,0.50318
2024-10-31,CS,BCPC,-0.32108,0.41977,1.28554,0.362,1.05323
2024-10-31,CS,BCRX,-0.60717,0.96681,7.15023,1.05963,1.50519
2024-10-31,Other,BCS,-1.0,1.0,5.57041,0.47766,0.94505
2024-10-31,CS,BCSA,-0.19169,0.26023,8.43137,0.07721,-0.0183
2024-10-31,Other,BCSAU,-1.0,1.0,7.93764,0.49018,-0.27188
2024-10-31,Other,BCSAW,-1.0,1.0,17.69763,9.26576,-2.36408
2024-10-31,CS,BCSF,-0.31201,0.30542,1.83421,0.24793,0.4491
2024-10-31,CS,BCTX,-1.0,1.0,6.03488,1.95995,0.5314
2024-10-31,Other,BCTXW,-1.0,1.0,0.52786,2.65669,0.113
2024-10-31,Other,BCUS,-1.0,1.0,3.01014,0.22124,0.98368
2024-10-31,Other,BCV,-1.0,1.0,1.72784,0.23128,0.5507
2024-10-31,Other,BCVpA,-1.0,1.0,1.20133,0.20798,0.1914
2024-10-31,Other,BCX,-1.0,1.0,0.42134,0.26051,0.60456
2024-10-31,Other,BCYC,-1.0,1.0,13.62721,1.00717,0.86964
2024-10-31,Other,BCpA,-1.0,1.0,3.21252,0.21509,0.26717
2024-10-31,Other,BCpB,-1.0,1.0,5.61857,0.18972,0.24761
2024-10-31,Other,BCpC,-1.0,1.0,2.19366,0.20502,0.25977
2024-10-31,CS,BDC,-0.4769,0.5419,9.89635,0.53738,1.15292
2024-10-31,Other,BDCX,-1.0,1.0,3.55709,0.29103,0.65454
2024-10-31,Other,BDCZ,-1.0,1.0,2.97522,0.19248,0.45309
2024-10-31,Other,BDEC,-1.0,1.0,4.07387,0.09692,0.50766
2024-10-31,Other,BDGS,-1.0,1.0,19.74097,0.07778,0.25564
2024-10-31,Other,BDIV,-1.0,1.0,1.40761,0.18758,0.72447
2024-10-31,Other,BDJ,-1.0,1.0,1.24592,0.18801,0.64731
2024-10-31,CS,BDL,-0.48929,0.61259,2.62798,0.66195,0.54691
2024-10-31,CS,BDMD,-1.25845,0.42343,-1.05867,2.22744,-0.77382
2024-10-31,Other,BDMDW,-1.0,1.0,-0.04625,4.19338,-9.36324
2024-10-31,CS,BDN,-0.53937,0.62043,4.594,0.70337,1.47789
2024-10-31,Other,BDRX,-1.0,1.0,21.20726,3.69853,0.91047
2024-10-31,Other,BDRY,-1.0,1.0,0.94674,0.93253,0.17427
2024-10-31,CS,BDSX,-0.6805,0.72272,1.91674,0.92215,0.74898
2024-10-31,CS,BDTX,-0.7183,1.11952,1.02122,1.40722,1.85663
2024-10-31,Other,BDVG,-1.0,1.0,0.93158,0.14045,0.52637
2024-10-31,CS,BDX,-0.36615,0.33168,12.24181,0.32169,0.38818
2024-10-31,CS,BE,-0.71588,0.83419,1.54367,1.1464,2.45487
2024-10-31,Other,BEAGU,-1.0,1.0,1.47583,0.05027,0.01162
2024-10-31,CS,BEAM,-0.6457,1.04502,4.1827,1.19648,2.37523
2024-10-31,CS,BEAT,-0.71684,1.46231,9.63028,1.54015,1.82209
2024-10-31,Other,BEATW,-1.0,1.0,4.61302,3.74504,0.80528
2024-10-31,CS,BECN,-0.49388,0.47008,5.95528,0.53709,1.40608
2024-10-31,Other,BEDU,-1.0,1.0,11.07353,1.47346,0.56363
2024-10-31,Other,BEDZ,-1.0,1.0,1.26714,0.26839,0.95604
2024-10-31,CS,BEEM,-0.64555,1.01478,3.47395,1.20076,1.68831
2024-10-31,CS,BEEP,-0.80149,0.87237,3.00004,1.16657,0.72092
2024-10-31,Other,BEEZ,-1.0,1.0,0.72585,0.19844,0.8863
2024-10-31,Other,BEKE,-1.0,1.0,7.56257,0.86036,1.0611
2024-10-31,CS,BELFA,-0.62592,0.57498,20.21177,0.62704,0.90829
2024-10-31,CS,BELFB,-0.7657,0.60458,33.14364,0.77106,1.26177
2024-10-31,Other,BELT,-1.0,1.0,0.83432,0.30973,1.19789
2024-10-31,Other,BEMB,-1.0,1.0,0.84031,0.09531,0.25581
2024-10-31,CS,BEN,-0.46869,0.43728,7.66163,0.50021,1.00401
2024-10-31,CS,BENF,-1.36864,1.0,99.63998,5.36459,2.86476
2024-10-31,Other,BENFW,-1.0,1.0,11.22413,4.60067,1.35673
2024-10-31,CS,BEP,-0.40608,0.62046,3.09454,0.61358,1.2618
2024-10-31,CS,BEPC,-0.39064,0.58268,3.00479,0.57675,1.20782
2024-10-31,Other,BEPH,-1.0,1.0,1.95555,0.31644,0.40765
2024-10-31,Other,BEPI,-1.0,1.0,1.66263,0.29634,0.37172
2024-10-31,Other,BEPJ,-1.0,1.0,0.50907,0.12594,0.11973
2024-10-31,Other,BEPpA,-1.0,1.0,2.0037,0.30503,0.57001
2024-10-31,CS,BERY,-0.42612,0.40558,12.99164,0.39093,0.72439
2024-10-31,Other,BERZ,-1.0,1.0,0.84919,1.21931,-5.01775
2024-10-31,Other,BEST,-1.0,1.0,16.62508,0.56522,0.17227
2024-10-31,Other,BETE,-1.0,1.0,2.17113,0.90066,1.67195
2024-10-31,Other,BETH,-1.0,1.0,1.66831,0.87334,1.55567
2024-10-31,CS,BETR,-0.74593,1.05927,2.85479,1.32542,0.27152
2024-10-31,Other,BETRW,-1.0,1.0,13.20101,5.72455,2.39589
2024-10-31,Other,BETZ,-1.0,1.0,1.52482,0.32527,1.17715
2024-10-31,CS,BF.A,-0.42758,0.36373,7.62467,0.43224,0.48872
2024-10-31,CS,BF.B,-0.43692,0.37881,7.18279,0.4477,0.45399
2024-10-31,CS,BFAC,-0.31817,0.35791,28.72981,0.19106,-0.10179
2024-10-31,Other,BFAC.U,-1.0,1.0,3.90439,0.6021,-0.85642
2024-10-31,Other,BFAC.WS,-1.0,1.0,2.97332,5.50902,-6.80342
2024-10-31,CS,BFAM,-0.34828,0.58889,11.58477,0.48396,0.85799
2024-10-31,CS,BFC,-0.40326,0.46847,1.35996,0.4846,1.13375
2024-10-31,Other,BFEB,-1.0,1.0,2.76378,0.10434,0.5629
2024-10-31,CS,BFH,-0.54735,0.58428,1.6515,0.68514,1.28241
2024-10-31,CS,BFIN,-0.33112,0.48186,2.8722,0.39985,0.20363
2024-10-31,Other,BFIX,-1.0,1.0,47.17529,0.11847,0.14056
2024-10-31,Other,BFK,-1.0,1.0,1.84532,0.15824,0.22421
2024-10-31,CS,BFLY,-0.80583,1.34987,3.31361,1.62014,2.36633
2024-10-31,Other,BFLY.WS,-1.0,1.0,8.95516,4.64378,0.5112
2024-10-31,Other,BFOR,-1.0,1.0,1.09407,0.23171,0.97762
2024-10-31,CS,BFRG,-0.95776,1.0,6.20639,1.89376,1.79436
2024-10-31,Other,BFRGW,-1.0,1.0,2.13052,2.7028,0.7863
2024-10-31,CS,BFRI,-1.17632,1.0,6.92431,2.4065,-0.23738
2024-10-31,Other,BFRIW,-1.0,1.0,20.70327,12.96223,-29.24439
2024-10-31,CS,BFS,-0.32358,0.40058,1.59629,0.35289,0.65962
2024-10-31,CS,BFST,-0.43529,0.47547,0.58245,0.51591,1.09116
2024-10-31,Other,BFSpD,-1.0,1.0,4.44541,0.3145,0.2204
2024-10-31,Other,BFSpE,-1.0,1.0,3.79391,0.35118,0.28846
2024-10-31,Other,BFZ,-1.0,1.0,0.41991,0.14452,0.17173
2024-10-31,CS,BG,-0.40917,0.34829,3.76902,0.4108,0.35089
2024-10-31,Other,BGB,-1.0,1.0,0.66446,0.13164,0.21371
2024-10-31,CS,BGC,-0.38665,0.54526,8.02985,0.52419,0.93577
2024-10-31,CS,BGFV,-0.88527,0.72052,5.26177,1.18346,0.93515
2024-10-31,Other,BGH,-1.0,1.0,1.22364,0.13846,0.31904
2024-10-31,CS,BGI,-0.71509,0.70686,3.08154,0.94341,0.49514
2024-10-31,Other,BGIG,-1.0,1.0,1.21635,0.15161,0.68241
2024-10-31,CS,BGLC,-1.0,1.0,113.90311,5.5539,-2.17153
2024-10-31,Other,BGLD,-1.0,1.0,49.60416,0.20439,0.17906
2024-10-31,CS,BGM,-0.79878,1.18226,4.33295,1.28719,0.24802
2024-10-31,Other,BGNE,-1.0,1.0,1.30481,0.72196,0.81226
2024-10-31,Other,BGR,-1.0,1.0,0.18358,0.26163,0.34323
2024-10-31,Other,BGRN,-1.0,1.0,1.65078,0.07429,0.12096
2024-10-31,Other,BGRO,-1.0,1.0,1.15413,0.3414,1.56023
2024-10-31,CS,BGS,-0.72096,0.7296,25.96766,0.8541,0.829
2024-10-31,CS,BGSF,-0.54524,0.65639,14.93684,0.69322,0.49768
2024-10-31,Other,BGT,-1.0,1.0,3.62453,0.20408,0.31554
2024-10-31,Other,BGX,-1.0,1.0,1.49135,0.1438,0.23542
2024-10-31,Other,BGY,-1.0,1.0,0.42652,0.20686,0.69896
2024-10-31,CS,BH,-0.47056,0.53952,1.94163,0.58136,0.93531
2024-10-31,CS,BH.A,-0.52763,0.7544,8.25527,0.74935,0.92591
2024-10-31,CS,BHAT,-1.0,1.0,7.32993,1.71543,1.45265
2024-10-31,CS,BHB,-0.41316,0.52674,1.25948,0.55255,0.99553
2024-10-31,CS,BHC,-0.70478,0.65073,15.41655,0.77799,1.21596
2024-10-31,CS,BHE,-0.45746,0.67806,17.71638,0.62469,1.7135
2024-10-31,CS,BHF,-0.52822,0.42187,8.58499,0.52533,1.10867
2024-10-31,CS,BHFAL,-0.28775,0.32421,0.88208,0.23419,0.35755
2024-10-31,CS,BHFAM,-0.33198,0.43233,1.84688,0.37501,0.57852
2024-10-31,CS,BHFAN,-0.36083,0.42964,2.19391,0.38263,0.47569
2024-10-31,CS,BHFAO,-0.30395,0.36704,1.84156,0.29137,0.36686
2024-10-31,Other,BHFAP,-1.0,1.0,1.24247,0.29012,0.41616
2024-10-31,CS,BHIL,-1.05877,1.0,17.49825,2.02288,2.46436
2024-10-31,Other,BHK,-1.0,1.0,1.68536,0.17941,0.30388
2024-10-31,CS,BHLB,-0.37333,0.48813,2.17216,0.46024,0.88889
2024-10-31,CS,BHM,-0.42562,0.5826,2.53236,0.61746,0.17645
2024-10-31,Other,BHP,-1.0,1.0,1.01227,0.40825,0.94422
2024-10-31,CS,BHR,-0.69815,0.81498,5.02255,1.03114,1.88009
2024-10-31,CS,BHRB,-0.48067,0.60295,1.66009,0.64315,1.2021
2024-10-31,Other,BHRpB,-1.0,1.0,1.92779,0.49559,0.5277
2024-10-31,Other,BHRpD,-1.0,1.0,0.17608,0.41617,0.42512
2024-10-31,Other,BHV,-1.0,1.0,0.68714,0.15649,0.12948
2024-10-31,CS,BHVN,-0.67639,0.75104,3.064,0.92393,1.50533
2024-10-31,Other,BHYB,-1.0,1.0,2.91781,0.07531,0.24366
2024-10-31,CS,BIAF,-1.38901,1.0,11.09818,1.9571,-0.02776
2024-10-31,Other,BIAFW,-1.0,1.0,4.43928,6.4307,6.08772
2024-10-31,Other,BIB,-1.0,1.0,0.30183,0.54789,1.58853
2024-10-31,Other,BIBL,-1.0,1.0,0.65129,0.22436,1.07154
2024-10-31,Other,BIDU,-1.0,1.0,1.69896,0.65062,1.01942
2024-10-31,CS,BIGC,-0.62277,0.65322,3.40502,0.85882,1.8311
2024-10-31,Other,BIGZ,-1.0,1.0,0.49258,0.3047,1.18759
2024-10-31,CS,BIIB,-0.41166,0.388,2.26925,0.45457,0.71098
2024-10-31,Other,BIL,-1.0,1.0,17.19488,0.02263,0.00727
2024-10-31,Other,BILD,-1.0,1.0,1.31555,0.2237,0.41328
2024-10-31,Other,BILI,-1.0,1.0,2.12021,1.1282,1.0931
2024-10-31,CS,BILL,-0.80418,0.54858,14.00234,0.86736,1.05828
2024-10-31,Other,BILS,-1.0,1.0,16.75978,0.02255,0.00848
2024-10-31,Other,BILZ,-1.0,1.0,16.40493,0.02166,0.00916
2024-10-31,Other,BINC,-1.0,1.0,3.1336,0.05216,0.11944
2024-10-31,Other,BINV,-1.0,1.0,0.17883,0.18849,0.65138
2024-10-31,CS,BIO,-0.40396,0.52142,1.56239,0.50945,0.68388
2024-10-31,CS,BIO.B,-1.08817,0.85099,7.11821,1.11501,-2.44917
2024-10-31,CS,BIOA,-0.75219,1.00348,0.83223,1.15465,1.32071
2024-10-31,CS,BIOR,-1.24799,1.40009,12.35792,1.8911,0.94654
2024-10-31,CS,BIOX,-0.48452,0.50533,8.81563,0.5615,0.55055
2024-10-31,CS,BIP,-0.39852,0.499,1.40253,0.5086,1.17412
2024-10-31,CS,BIPC,-0.40717,0.47193,1.35937,0.4899,1.25528
2024-10-31,Other,BIPH,-1.0,1.0,0.97558,0.3964,0.48428
2024-10-31,Other,BIPI,-1.0,1.0,0.19062,0.33113,0.32025
2024-10-31,Other,BIPJ,-1.0,1.0,10.76343,0.11891,0.04097
2024-10-31,Other,BIPpA,-1.0,1.0,1.18773,0.35847,0.44311
2024-10-31,Other,BIPpB,-1.0,1.0,0.87809,0.36835,0.45417
2024-10-31,CS,BIRD,-1.00984,1.14591,2.56458,1.61073,2.66948
2024-10-31,CS,BIRK,-0.54145,0.57282,6.78317,0.67026,1.05745
2024-10-31,Other,BIS,-1.0,1.0,0.23176,0.59121,-1.58343
2024-10-31,Other,BIT,-1.0,1.0,0.98836,0.14144,0.24902
2024-10-31,Other,BITB,-1.0,1.0,1.30189,0.87037,1.66772
2024-10-31,Other,BITC,-1.0,1.0,1.1823,0.86406,1.42731
2024-10-31,CS,BITF,-0.78928,1.25325,1.65861,1.59565,3.07021
2024-10-31,Other,BITI,-1.0,1.0,1.13738,0.96253,-1.43197
2024-10-31,Other,BITO,-1.0,1.0,0.96626,0.93644,1.64555
2024-10-31,Other,BITQ,-1.0,1.0,0.17189,1.03106,2.5303
2024-10-31,Other,BITS,-1.0,1.0,0.83701,1.00626,2.18038
2024-10-31,Other,BITU,-1.0,1.0,1.846,1.73041,3.7213
